Name,Northing,Easting,Elevation,Description,Date Taken
3572,5010.750124,4985.451161,100.512068,CHECK240712,24/07/2012
3573,5009.791448,4999.535465,100.693213,NE_SEC_TAPE_1,24/07/2012
3574,5009.773817,4999.528329,99.68606,NE_SEC_TAPE_2,24/07/2012
3575,5009.867923,4999.472108,98.789438,NE_SEC_TAPE_3,24/07/2012
3576,5009.872212,4999.434283,97.841677,NE_SEC_TAPE_4,24/07/2012
3577,5012.915371,5002.122204,100.639182,MS_E2_0,24/07/2012
3578,5012.886684,5002.122103,99.641538,MS_E2_1,24/07/2012
3579,5012.880463,5002.120266,99.038715,MS_E2_1.6,24/07/2012
3580,5009.683143,4999.572119,100.652633,MS_B2_0,24/07/2012
3581,5009.774161,4999.526057,99.68756,MS_B2_1,24/07/2012
3582,5009.79072,4999.494821,98.718381,MS_B2_2,24/07/2012
3583,5009.752795,4999.466998,97.692922,MS_B2_3,24/07/2012
3584,5009.685375,4999.599603,98.856583,PF_SWSEC_C14S_01,24/07/2012
3585,5010.697431,4998.635609,99.244278,PF_SWSEC_C14S_02,24/07/2012
3586,5011.765231,5001.854409,98.598617,PF_NESTEP_C14S_5,24/07/2012
CP1,5016,5006,100.37,control point,24/07/2012
TBM03,5020,5003,100.795,TBM03,24/07/2012
TBM04,5009,4996,100.754,TBM04,24/07/2012
TBM05,5013.6044,4998.203,100.753,TBM05,24/07/2012
